box_loss,object_loss,no_object_loss,class_loss,total_loss
10.539435148239136,0.1656191349029541,6.809977889060974,4.613048076629639,22.128080368041992
6.485621929168701,0.0988970622420311,6.808355450630188,4.658960819244385,18.051834106445312
2.449341267347336,0.06734128296375275,7.104301452636719,4.4918599128723145,14.112844467163086
7.032968997955322,0.13749757409095764,6.771429181098938,4.494151592254639,18.436046600341797
4.319358766078949,0.0644555389881134,6.799849271774292,4.604642868041992,15.78830623626709
3.9919525384902954,0.07151143252849579,7.093857526779175,4.383584499359131,15.540905952453613
8.686529994010925,0.1275683045387268,6.64786696434021,4.5091352462768555,19.971099853515625
4.6545082330703735,0.0670008510351181,6.736207604408264,4.7237548828125,16.18147087097168
4.584722220897675,0.10983645170927048,7.072265148162842,4.517671585083008,16.284496307373047
6.574748754501343,0.12838706374168396,6.577667593955994,4.387178421020508,17.66798210144043
4.396907091140747,0.07199867069721222,6.708317399024963,4.9225029945373535,16.0997257232666
6.1143189668655396,0.13715285062789917,7.057790756225586,4.690169334411621,17.999431610107422
6.567467451095581,0.12267301231622696,6.519531607627869,4.288340091705322,17.49801254272461
4.691077768802643,0.07226215302944183,6.684278249740601,4.522265434265137,15.969883918762207
4.715480208396912,0.09833011031150818,7.0368170738220215,4.501272678375244,16.351900100708008
9.29293692111969,0.12961120903491974,6.454664468765259,4.331423282623291,20.208635330200195
3.4462958574295044,0.07396656274795532,6.660336852073669,4.382749080657959,14.563348770141602
3.0848392844200134,0.06706679612398148,7.021836638450623,4.50388765335083,14.677631378173828
12.410273551940918,0.11537040770053864,6.411459445953369,4.333380222320557,23.270483016967773
4.329884350299835,0.0632643923163414,6.658509373664856,4.462009906768799,15.513668060302734
2.8344887495040894,0.07773824781179428,7.007455229759216,4.5903472900390625,14.510029792785645
6.232505440711975,0.07892578095197678,6.319097280502319,4.231037616729736,16.8615665435791
4.416878521442413,0.058523889631032944,6.608930230140686,4.600951194763184,15.685283660888672
5.100510120391846,0.10610802471637726,6.987255215644836,4.614457607269287,16.808330535888672
5.017663836479187,0.07856463640928268,6.279535889625549,4.2869181632995605,15.662681579589844
3.7994781136512756,0.053338367491960526,6.59371018409729,4.425141334533691,14.871667861938477
3.8928091526031494,0.08205380290746689,6.968877911567688,4.435823917388916,15.37956428527832
5.810505151748657,0.08666561543941498,6.1240726709365845,4.251137733459473,16.272380828857422
3.873687982559204,0.05712972953915596,6.547141671180725,4.483475685119629,14.961435317993164
5.461564064025879,0.11739040166139603,6.9535428285598755,4.528517246246338,17.06101417541504
6.528099179267883,0.08807183057069778,6.136864423751831,4.189903259277344,16.94293975830078
4.36750054359436,0.05924251303076744,6.567038297653198,4.491260528564453,15.485041618347168
4.647751152515411,0.09701483696699142,6.954202055931091,4.489933490753174,16.188901901245117
5.599652528762817,0.09397470206022263,6.163129806518555,4.309225559234619,16.16598129272461
3.498087227344513,0.05049533396959305,6.576101183891296,4.56332540512085,14.688009262084961
3.7681621313095093,0.07414168119430542,6.9415295124053955,4.446031093597412,15.229864120483398
5.342555642127991,0.08443750441074371,6.0477834939956665,4.270716667175293,15.745492935180664
3.3107948303222656,0.04601156339049339,6.536356210708618,4.527073383331299,14.420235633850098
3.5646167397499084,0.08317830413579941,6.927102208137512,4.496527671813965,15.07142448425293
4.721595048904419,0.08196016401052475,6.0332560539245605,4.2190165519714355,15.055828094482422
4.216552376747131,0.05714689940214157,6.537318825721741,4.463020324707031,15.274038314819336
3.773023784160614,0.09048839658498764,6.915121674537659,4.443112373352051,15.221746444702148
4.393971562385559,0.07042556256055832,5.915695428848267,4.126466751098633,14.506559371948242
3.8798314332962036,0.052850011736154556,6.467214226722717,4.497986793518066,14.897882461547852
3.7225398421287537,0.07162272930145264,6.878916025161743,4.46810245513916,15.141180992126465
5.074712038040161,0.07151055335998535,5.787577033042908,4.114655494689941,15.048454284667969
3.5519054532051086,0.0543128065764904,6.423814296722412,4.442350387573242,14.472383499145508
3.3490636944770813,0.07146339863538742,6.8731337785720825,4.371936798095703,14.665597915649414
5.066226124763489,0.08088155835866928,5.715699791908264,4.0701518058776855,14.932958602905273
3.539915680885315,0.0559079684317112,6.412301063537598,4.269620418548584,14.277745246887207
3.2956138253211975,0.07488369196653366,6.857007741928101,4.366231918334961,14.593737602233887
5.10793149471283,0.07194851338863373,5.732290148735046,4.040678977966309,14.952849388122559
4.730452001094818,0.06596346199512482,6.428077816963196,4.506102561950684,15.730595588684082
3.853813409805298,0.0632128119468689,6.856244802474976,4.257265090942383,15.030536651611328
5.281735062599182,0.08855440467596054,5.71849524974823,4.133003234863281,15.221787452697754
3.9177921414375305,0.05780411884188652,6.414612531661987,4.237888813018799,14.628097534179688
2.9496100544929504,0.059643521904945374,6.847035884857178,4.27939510345459,14.135684967041016
6.257983446121216,0.094143345952034,5.728456974029541,4.105088233947754,16.185670852661133
4.11420464515686,0.06385702639818192,6.422181725502014,4.284334659576416,14.884578704833984
2.648346424102783,0.05048069730401039,6.8454694747924805,4.3294196128845215,13.873716354370117
5.344298481941223,0.0768435150384903,5.587369799613953,4.354380130767822,15.362892150878906
3.9776790142059326,0.06954993307590485,6.3695889711380005,4.3832502365112305,14.800067901611328
3.5580459237098694,0.0712350532412529,6.82546079158783,4.289845943450928,14.744586944580078
6.211540699005127,0.07786867767572403,5.416136980056763,4.050205230712891,15.755751609802246
5.078264474868774,0.06742747873067856,6.323701739311218,4.391401767730713,15.860795974731445
2.6004859805107117,0.05050315707921982,6.801758408546448,4.226701736450195,13.679449081420898
5.348618030548096,0.0671750009059906,5.454639196395874,4.048582553863525,14.919014930725098
3.535650074481964,0.04843379557132721,6.319438219070435,4.332178115844727,14.235699653625488
3.507014811038971,0.06426776945590973,6.790711283683777,4.270112991333008,14.63210678100586
4.557683765888214,0.057709842920303345,5.454716086387634,3.9622340202331543,14.032342910766602
3.4491485357284546,0.05190417915582657,6.302666068077087,4.3489274978637695,14.152647018432617
3.175678849220276,0.05235642194747925,6.774266958236694,4.236380577087402,14.238682746887207
4.028100967407227,0.06529386341571808,5.221586227416992,3.8228394985198975,13.13782024383545
3.5353705286979675,0.055397000163793564,6.2263816595077515,4.226156711578369,14.043306350708008
2.6323848962783813,0.060648780316114426,6.751139163970947,4.276983737945557,13.72115707397461
5.090276598930359,0.07366766780614853,5.289723873138428,4.065321445465088,14.518989562988281
3.2857152819633484,0.05466795340180397,6.2598055601119995,4.3036627769470215,13.903851509094238
2.6203611493110657,0.04575575888156891,6.7499130964279175,4.281440258026123,13.697470664978027
6.174443364143372,0.07616813480854034,5.191907286643982,4.104434013366699,15.546953201293945
4.397683143615723,0.07238038629293442,6.203448176383972,4.235002040863037,14.908514022827148
